"id","numero_processo","arquivo_chave","arquivo_localizacao","arquivo_nome","arquivo_tamanho","form_id","form_nome","data_cadastro","relatorio_id","form_arquivo_campo_nome"
"19861e00-ee8a-4930-8c76-25baad89ee9b","000.002",arquivos/processo:000.002/form13_Locais_Evento/fotos_local_de_encontro_do_veiculo/395b388166254037bd9e-fotos_local_de_Encontro_do_Veiculo1.png,https://upload-files-api-pamsi.s3.us-east-1.amazonaws.com/arquivos/processo:000.002/form13_Locais_Evento/fotos_local_de_encontro_do_veiculo/395b388166254037bd9e-fotos_local_de_Encontro_do_Veiculo1.png,fotos_local_de_Encontro_do_Veiculo1.png,81470,"3c83c0fa-2753-45f5-9d12-72d028af3177",form13_Locais_Evento,2023-11-18 12:29:42.562,bd8b58d7-738f-4332-ae66-dc4f06d8cd13,fotos_local_de_encontro_do_veiculo
"98ca5c43-52ff-4163-8c48-a3c7f2fb5df2","000.002",arquivos/processo:000.002/form13_Locais_Evento/fotos_local_de_encontro_do_veiculo/9e1871a657f53437f30d-fotos_local_de_Encontro_do_Veiculo2.png,https://upload-files-api-pamsi.s3.us-east-1.amazonaws.com/arquivos/processo:000.002/form13_Locais_Evento/fotos_local_de_encontro_do_veiculo/9e1871a657f53437f30d-fotos_local_de_Encontro_do_Veiculo2.png,fotos_local_de_Encontro_do_Veiculo2.png,81470,"3c83c0fa-2753-45f5-9d12-72d028af3177",form13_Locais_Evento,2023-11-18 12:29:55.276,bd8b58d7-738f-4332-ae66-dc4f06d8cd13,fotos_local_de_encontro_do_veiculo
"571c3e32-e729-4a1f-af04-1d52a2dc41e0","000.002",arquivos/processo:000.002/form13_Locais_Evento/fotos_local_da_abordagem/b43d895cf32ca71fbf78-fotos_local_da_Abordagem1.png,https://upload-files-api-pamsi.s3.us-east-1.amazonaws.com/arquivos/processo:000.002/form13_Locais_Evento/fotos_local_da_abordagem/b43d895cf32ca71fbf78-fotos_local_da_Abordagem1.png,fotos_local_da_Abordagem1.png,81470,"3c83c0fa-2753-45f5-9d12-72d028af3177",form13_Locais_Evento,2023-11-18 12:30:30.703,bd8b58d7-738f-4332-ae66-dc4f06d8cd13,fotos_local_da_abordagem
"32c11451-6efa-45d1-8061-df7f00fbbd98","000.002",arquivos/processo:000.002/form13_Locais_Evento/fotos_local_da_abordagem/0779abebe3ed33d68791-fotos_local_da_Abordagem2.png,https://upload-files-api-pamsi.s3.us-east-1.amazonaws.com/arquivos/processo:000.002/form13_Locais_Evento/fotos_local_da_abordagem/0779abebe3ed33d68791-fotos_local_da_Abordagem2.png,fotos_local_da_Abordagem2.png,81470,"3c83c0fa-2753-45f5-9d12-72d028af3177",form13_Locais_Evento,2023-11-18 12:30:42.188,bd8b58d7-738f-4332-ae66-dc4f06d8cd13,fotos_local_da_abordagem
"6133679c-8a7a-4cfb-aac8-9cf4d8271e32","000.002",arquivos/processo:000.002/form13_Locais_Evento/fotos_local_de_cativeiro_e_abandono_do_motorista/36a274b485ae7a1c6bf1-fotos_local_de_Cativeiro_e_Abandono_do_Motorista1.png,https://upload-files-api-pamsi.s3.us-east-1.amazonaws.com/arquivos/processo:000.002/form13_Locais_Evento/fotos_local_de_cativeiro_e_abandono_do_motorista/36a274b485ae7a1c6bf1-fotos_local_de_Cativeiro_e_Abandono_do_Motorista1.png,fotos_local_de_Cativeiro_e_Abandono_do_Motorista1.png,81470,"3c83c0fa-2753-45f5-9d12-72d028af3177",form13_Locais_Evento,2023-11-18 12:31:10.838,bd8b58d7-738f-4332-ae66-dc4f06d8cd13,fotos_local_de_cativeiro_e_abandono_do_motorista
"14dc0611-be6e-4f62-ad23-a038012d6aae","000.002",arquivos/processo:000.002/form13_Locais_Evento/fotos_local_de_cativeiro_e_abandono_do_motorista/a6ce3e6e17ec3fdcdb77-fotos_local_de_Cativeiro_e_Abandono_do_Motorista2.png,https://upload-files-api-pamsi.s3.us-east-1.amazonaws.com/arquivos/processo:000.002/form13_Locais_Evento/fotos_local_de_cativeiro_e_abandono_do_motorista/a6ce3e6e17ec3fdcdb77-fotos_local_de_Cativeiro_e_Abandono_do_Motorista2.png,fotos_local_de_Cativeiro_e_Abandono_do_Motorista2.png,81470,"3c83c0fa-2753-45f5-9d12-72d028af3177",form13_Locais_Evento,2023-11-18 12:31:24.608,bd8b58d7-738f-4332-ae66-dc4f06d8cd13,fotos_local_de_cativeiro_e_abandono_do_motorista
"00b91512-c172-4e38-a459-5c96afdaea6e","000.002",arquivos/processo:000.002/form13_Locais_Evento/fotos_local_de_recuperacao_da_carga/6e26f516d0be16258be9-fotos_local_de_Recuperacao_da_Carga1.png,https://upload-files-api-pamsi.s3.us-east-1.amazonaws.com/arquivos/processo:000.002/form13_Locais_Evento/fotos_local_de_recuperacao_da_carga/6e26f516d0be16258be9-fotos_local_de_Recuperacao_da_Carga1.png,fotos_local_de_Recuperacao_da_Carga1.png,81470,"3c83c0fa-2753-45f5-9d12-72d028af3177",form13_Locais_Evento,2023-11-18 12:32:02.096,bd8b58d7-738f-4332-ae66-dc4f06d8cd13,fotos_local_de_recuperacao_da_carga
"9f5bd601-c51b-40fa-ac37-4f5e5ac64f5f","000.002",arquivos/processo:000.002/form13_Locais_Evento/fotos_local_de_recuperacao_da_carga/8396221645ff2da98aad-fotos_local_de_Recuperacao_da_Carga1.png,https://upload-files-api-pamsi.s3.us-east-1.amazonaws.com/arquivos/processo:000.002/form13_Locais_Evento/fotos_local_de_recuperacao_da_carga/8396221645ff2da98aad-fotos_local_de_Recuperacao_da_Carga1.png,fotos_local_de_Recuperacao_da_Carga1.png,81470,"3c83c0fa-2753-45f5-9d12-72d028af3177",form13_Locais_Evento,2023-11-18 12:32:05.546,bd8b58d7-738f-4332-ae66-dc4f06d8cd13,fotos_local_de_recuperacao_da_carga
"7e45399d-7f5a-40c2-9201-e5f65a44308d","000.002",arquivos/processo:000.002/form16_Anexos_Fotograficos/anexos_fotograficos/94762ad214efaba23a49-fotos_anexos_fotograficos1.png,https://upload-files-api-pamsi.s3.us-east-1.amazonaws.com/arquivos/processo:000.002/form16_Anexos_Fotograficos/anexos_fotograficos/94762ad214efaba23a49-fotos_anexos_fotograficos1.png,fotos_anexos_fotograficos1.png,81470,b6c073af-f677-4f28-9c19-39e8c7dedb32,form16_Anexos_Fotograficos,2023-11-18 22:22:54.713,bd8b58d7-738f-4332-ae66-dc4f06d8cd13,anexos_fotograficos
"47c8fa40-d7a9-4580-8d8b-da1da1c7dfe8","000.002",arquivos/processo:000.002/form16_Anexos_Fotograficos/anexos_fotograficos/c904a5deb566f5ad56b2-fotos_anexos_fotograficos2.png,https://upload-files-api-pamsi.s3.us-east-1.amazonaws.com/arquivos/processo:000.002/form16_Anexos_Fotograficos/anexos_fotograficos/c904a5deb566f5ad56b2-fotos_anexos_fotograficos2.png,fotos_anexos_fotograficos2.png,81470,b6c073af-f677-4f28-9c19-39e8c7dedb32,form16_Anexos_Fotograficos,2023-11-18 22:23:04.088,bd8b58d7-738f-4332-ae66-dc4f06d8cd13,anexos_fotograficos
